id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,duration_ms,loudness,cluster
6HSXNV0b4M4cLJ7ljgVVeh,0.251,0.513,0.396,0.177,0.11,0.0299,140.208,0.229,149880,-13.061,40
2BY7ALEWdloFHgQZG6VMLA,0.396,0.716,0.625,1.97e-05,0.134,0.0601,125.276,0.826,186827,-11.369,35
7zMUCLm1TN9o9JlLISztxO,0.0993,0.66,0.748,0.00585,0.283,0.0284,143.549,0.972,170293,-11.206,0
1hQFF33xi8ruavZNyovtUN,0.0588,0.737,0.495,9.12e-06,0.0542,0.027,104.409,0.967,197147,-13.489,24
5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,0.868,0.000176,0.776,0.17,156.295,0.609,209413,-5.276,38
7Jh1bpe76CNTCgdgAdBw4Z,0.000678,0.489,0.758,0.49,0.092,0.0297,112.113,0.435,371413,-6.491,25
1QbOvACeYanja5pbnJbAmk,0.546,0.38,0.43,1.71e-05,0.188,0.0288,82.204,0.547,197813,-12.564,1
6zC0mpGYwbNTpk9SKwh08f,0.649,0.572,0.214,0.129,0.125,0.0293,95.542,0.485,225027,-15.625,3
0PDCewmZCp0P5s00bptcdd,0.228,0.685,0.623,0.00234,0.0295,0.042,126.739,0.896,171960,-11.146,24
5RgFlk1fcClZd0Y4SGYhqH,0.797,0.292,0.324,0.000473,0.12,0.0346,176.631,0.384,201373,-11.996,32
2gE95JskwQ1pCACTpGe1Db,0.583,0.858,0.544,0.00109,0.0707,0.0751,108.217,0.874,166280,-9.289,35
3lh3iiiJeiBXHSZw6u0kh6,0.367,0.608,0.524,0.00254,0.115,0.0309,86.204,0.797,205613,-10.266,24
5LyfiK6iXEIBNEtcaGKohl,0.107,0.935,0.479,5.25e-05,0.118,0.306,123.644,0.773,211000,-10.981,43
0q21FNwES2bbtcduB6kjEU,0.739,0.657,0.435,0.0,0.167,0.0552,135.975,0.771,181133,-15.707,35
1YYhDizHx7PnDhAhko6cDS,0.758,0.462,0.395,0.0,0.121,0.0264,82.259,0.625,190160,-9.376,1
43DeSV93pJPT4lCZaWZ6b1,0.234,0.445,0.706,0.000252,0.205,0.0461,80.823,0.768,266720,-9.803,16
5Ts1DYOuouQLgzTaisxWYh,0.403,0.568,0.824,0.0,0.0855,0.0299,108.625,0.753,174760,-4.613,16
2kkvB3RNRzwjFdGhaUA0tz,0.577,0.404,0.902,0.297,0.287,0.0665,115.669,0.497,423840,-3.88,25
1HOMkjp0nHMaTnfAkslCQj,0.0589,0.586,0.7,0.00125,0.0318,0.0363,147.245,0.897,295400,-9.558,0
3Dy4REq8O09IlgiwuHQ3sk,0.395,0.445,0.949,8.18e-06,0.0902,0.0471,147.604,0.653,168960,-4.682,29
72ahyckBJfTigJCFCviVN7,0.144,0.638,0.867,0.000733,0.0846,0.0331,115.692,0.805,243373,-6.469,0
6QhXQOpyYvbpdbyjgAqKdY,0.357,0.755,0.876,5.17e-06,0.22,0.0362,102.762,0.954,174827,-8.867,41
4nXkbcTj3nyww1cHkw5RAP,0.0916,0.575,0.912,0.00211,0.0562,0.0393,117.399,0.843,207267,-7.275,0
1GcVa4jFySlun4jLSuMhiq,0.67,0.429,0.554,0.000152,0.105,0.0291,136.302,0.407,272000,-6.128,37
608xszaAxVh4m7NcKJiAbF,0.0603,0.655,0.606,0.0789,0.0757,0.0285,110.061,0.765,291686,-10.385,24
5p3JunprHCxClJjOmcLV8G,0.683,0.575,0.318,0.000202,0.0934,0.109,104.522,0.385,254173,-16.729,3
4z7maGZkAonDlXlwo8q69f,0.0143,0.715,0.689,0.000192,0.111,0.029,111.504,0.852,331333,-8.065,0
1x1XQqhBViz4opcpwc7FVs,0.154,0.494,0.54,0.0,0.0878,0.0348,134.976,0.723,277468,-17.34,34
3gsCAGsWr6pUm1Vy7CPPob,0.727,0.476,0.381,0.0,0.0614,0.0342,121.948,0.33,286920,-10.238,37
4u7EnebtmKWzUH433cf5Qv,0.271,0.414,0.404,0.0,0.3,0.0499,71.105,0.224,354320,-9.928,1
14XWXWv5FoCbFzLksawpEe,0.25,0.55,0.722,0.0129,0.11,0.0283,103.886,0.716,434720,-11.729,25
6SR0dDuXH2vtgBfMLrivKV,0.0673,0.67,0.516,0.0,0.0674,0.366,154.186,0.939,172933,-9.598,43
5jzma6gCzYtKB1DbEwFZKH,0.123,0.651,0.801,0.0,0.0825,0.0514,133.769,0.776,200480,-7.34,0
714hERk9U1W8FMYkoC83CO,0.523,0.791,0.733,0.0016,0.167,0.0633,105.853,0.962,244920,-5.465,35
6Ac4NVYYl2U73QiTt11ZKd,0.261,0.547,0.82,0.0,0.3,0.0805,118.208,0.933,172867,-6.728,6
2EC9IJj7g0mN1Q5VrZkiYY,0.209,0.635,0.686,0.0176,0.282,0.053,125.988,0.464,274747,-15.648,34
6hTcuIQa0sxrrByu9wTD7s,0.00501,0.27,0.944,2.05e-05,0.116,0.0975,146.347,0.606,269920,-4.199,21
1oht5GevPN9t1T3kG1m1GO,0.766,0.597,0.271,0.0119,0.0933,0.0394,76.271,0.338,203613,-17.293,3
2SpEHTbUuebeLkgs9QB7Ue,0.566,0.674,0.537,0.0,0.131,0.0363,110.578,0.809,161533,-10.971,35
7MRyJPksH3G2cXHN8UKYzP,0.448,0.55,0.824,0.000127,0.366,0.0334,114.512,0.777,214733,-5.988,6
0B9x2BRHqj3Qer7biM3pU3,0.281,0.758,0.612,0.00288,0.0954,0.0598,106.945,0.822,169840,-11.403,24
5BUq9bdtsm3LWw5laJeJ4R,0.292,0.59,0.338,0.0131,0.121,0.03,110.581,0.322,185360,-13.101,34
4ZoBC5MhSEzuknIgAkBaoT,0.108,0.741,0.647,0.00139,0.0555,0.0427,131.097,0.804,284000,-12.878,24
15BQ7vEDv2LJuh8TxWIhtd,0.0947,0.498,0.889,1.62e-06,0.733,0.0546,134.88,0.696,283360,-5.413,38
5FMXrphygZ4z3gVDHGWxgl,0.333,0.606,0.899,0.000102,0.0754,0.0758,116.735,0.66,236760,-6.412,0
0cKk8BKEi7zXbdrYdyqBP5,0.213,0.394,0.622,4.45e-05,0.0892,0.0336,126.844,0.342,221427,-8.258,2
5wnIDrgujfOoHAHXVRpUMF,0.213,0.783,0.322,0.00243,0.114,0.0343,128.226,0.77,267773,-15.091,24
6yLIqXX9edg1x0HZS7cZEv,0.242,0.279,0.473,0.00164,0.158,0.0309,167.792,0.246,257107,-8.375,40
4IU1RL4BKvFyXtbTwaHAvW,0.223,0.673,0.581,0.000206,0.063,0.029,130.771,0.818,211387,-10.205,24
4pNiE4LCVV74vfIBaUHm1b,0.16,0.588,0.568,0.0,0.0792,0.0672,106.938,0.952,232760,-9.766,24
2yBVeksU2EtrPJbTu4ZslK,0.284,0.758,0.378,0.0,0.049,0.0449,120.736,0.985,223867,-15.308,24
6gXrEUzibufX9xYPk3HD5p,0.0966,0.667,0.755,6.94e-05,0.0523,0.069,109.535,0.883,286220,-7.246,0
3XIEWK1V9n25PS9Vb6axj5,0.0834,0.704,0.868,0.0,0.206,0.0315,131.468,0.808,188133,-5.808,6
49MHCPzvMLXhRjDantBMVH,0.703,0.589,0.453,2.54e-05,0.134,0.0397,139.148,0.513,290573,-8.912,37
2hdNya0b6Cc2YJ8IyaQIWp,0.583,0.549,0.651,0.0,0.121,0.0323,122.818,0.368,212307,-7.097,37
7vidktgNZFQylTgH1GEnMs,0.0264,0.562,0.609,0.0,0.17,0.0271,130.753,0.512,200213,-7.063,13
3hJLKtTpgct9Y9wKww0BiR,0.443,0.795,0.71,0.0215,0.344,0.0392,109.689,0.845,288667,-4.746,6
6xdLJrVj4vIXwhuG8TMopk,0.713,0.599,0.761,4.74e-06,0.349,0.0421,77.015,0.712,163373,-6.887,35
2M2WJ7gBlcKNxdhyfPp9zY,0.447,0.784,0.713,0.14,0.0904,0.0339,115.443,0.97,220560,-6.865,35
6kooDsorCpWVMGc994XjWN,0.0241,0.465,0.907,0.00118,0.13,0.113,117.293,0.681,238973,-6.404,9
3Um9toULmYFGCpvaIPFw7l,0.447,0.283,0.716,0.0,0.399,0.0986,201.96,0.828,233000,-9.632,10
0HOrDVS349XFcpCYsO2hAP,0.000146,0.475,0.439,0.000277,0.223,0.0427,118.392,0.76,234867,-15.039,34
52VIdyKqp1pJRSyUQaxKUA,0.735,0.365,0.338,0.0,0.104,0.0322,79.241,0.446,187000,-13.406,3
6rovOdp3HgK1DeAMYDzoA7,0.559,0.605,0.574,0.113,0.0684,0.0377,129.449,0.543,350267,-10.536,37
6zGDIDjfDkPyNxrEERO3XG,0.1,0.58,0.885,0.00157,0.146,0.0715,145.405,0.788,137933,-5.154,29
3M8FzayQWtkvOhqMn2V4T2,0.782,0.619,0.22,1.19e-05,0.124,0.0672,75.143,0.426,258835,-13.843,3
3IvTwPCCjfZczCN2k4qPiH,0.767,0.582,0.214,2.07e-06,0.122,0.0315,72.794,0.515,190066,-17.83,3
4J0DbyODwZJcmIAiTSJfMF,0.871,0.304,0.305,0.00368,0.367,0.0298,146.066,0.464,180693,-10.879,32
76TZCvJ8GitQ2FA1q5dKu0,0.702,0.439,0.488,0.000339,0.16,0.0615,93.017,0.629,308520,-14.464,3
6Qb7gtV6Q4MnUjSbkFcopl,0.166,0.815,0.372,0.000116,0.0767,0.0752,101.684,0.293,217347,-12.814,34
1B5Tp2Ml9nLlmTSJx8xVfI,0.746,0.358,0.387,0.0121,0.119,0.0324,181.183,0.495,218440,-14.342,32
4GhtDORJiSRYxj6M1bv0vX,0.00221,0.518,0.907,1.15e-05,0.0838,0.0343,140.982,0.961,179013,-3.732,29
3pf96IFggfQuT6Gafqx2rt,0.088,0.647,0.868,0.124,0.129,0.106,121.82,0.804,242240,-6.427,0
4pbJqGIASGPr0ZpGpnWkDn,0.676,0.692,0.497,0.0,0.259,0.119,81.308,0.475,122067,-7.316,1
2AVkArcfALVk2X8sfPRzya,0.62,0.747,0.663,5.24e-05,0.0861,0.0545,124.336,0.606,216907,-9.415,35
1H4idkmruFoJBg1DvUv2tY,0.0832,0.479,0.601,0.00142,0.11,0.0318,124.966,0.669,313027,-8.806,0
7MF7QAodbGzNYav5ZfIhAY,0.271,0.595,0.379,2.81e-05,0.1,0.0454,92.006,0.448,279333,-12.058,34
2374M0fQpWi3dLnB54qaLX,0.257,0.671,0.373,8.01e-05,0.0481,0.0323,92.718,0.732,295893,-18.064,34
39shmbIHICJ2Wxnk1fPSdz,0.0804,0.743,0.836,0.0,0.384,0.116,113.375,0.82,188987,-6.465,6
1TfqLAPs4K3s2rJMoCokcS,0.225,0.692,0.711,0.0,0.12,0.0317,125.135,0.875,216933,-7.498,0
2v7ywbUzCgcVohHaKUcacV,0.432,0.66,0.629,7.3e-05,0.172,0.0387,111.926,0.324,340867,-12.359,34
6yJxCltgtmGxIgKOS6ndnu,0.484,0.502,0.305,3.55e-06,0.117,0.0339,131.242,0.248,291400,-16.011,32
5WDLRQ3VCdVrKw0njWe5E5,0.136,0.575,0.643,1.65e-06,0.249,0.0331,152.854,0.789,300107,-8.854,10
5zA8vzDGqPl2AzZkEYQGKh,0.0755,0.701,0.944,0.0,0.601,0.0455,128.993,0.792,197707,-2.986,38
2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,0.902,0.00125,0.0928,0.054,84.412,0.876,225280,-7.638,16
2tUBqZG2AbRi7Q0BIrVrEj,0.207,0.709,0.824,0.000307,0.0888,0.0453,118.818,0.867,291293,-8.824,0
2u8MGAiS2hBVE7GZzTZLQI,0.104,0.685,0.858,0.000119,0.147,0.0348,92.305,0.692,229467,-6.496,16
5ChkMS8OtdzJeqyybCc9R5,0.0236,0.92,0.654,0.0153,0.036,0.0401,117.046,0.847,293827,-3.051,41
0ikz6tENMONtK6qGkOrU3c,0.271,0.62,0.573,0.0,0.0607,0.0423,81.548,0.897,231333,-11.893,24
5JvsxPAHsGxwNq4xto2HtM,0.108,0.539,0.583,0.0,0.111,0.0275,86.063,0.337,328093,-4.935,2
4y1LsJpmMti1PfRQV9AWWe,0.22,0.71,0.799,0.000602,0.349,0.0328,120.372,0.725,238267,-4.897,6
08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,0.0828,0.047,188.386,0.763,255493,-5.678,21
37Q5anxoGWYdRsyeXkkNoI,0.0243,0.64,0.852,1.82e-06,0.0497,0.0345,122.902,0.793,246520,-8.119,0
1JSTJqkT5qHq8MDJnJbRE1,0.543,0.82,0.452,0.00294,0.0714,0.0348,117.401,0.74,253920,-9.796,35
4bHsxqR3GMrXTxEPLuK5ue,0.127,0.5,0.748,0.0,0.447,0.0363,118.852,0.514,250987,-9.072,15
1mCsF9Tw4AkIZOjvZbZZdT,0.195,0.917,0.588,0.0,0.0914,0.0607,110.077,0.828,184480,-11.047,24
4BFMQ15vXr626UOoZL8bUI,0.0874,0.7,0.781,0.00342,0.059,0.0507,108.695,0.385,289067,-8.255,2
3ix6K4wZY29bCujrSznwFZ,0.0125,0.654,0.743,0.0272,0.153,0.0605,114.846,0.632,457676,-7.44,25
4PTG3Z6ehGkBFwjybzWkR8,0.115,0.721,0.939,3.79e-05,0.108,0.0376,113.309,0.914,213573,-11.823,0
7wuJGgpTNzbUyn26IOY6rj,0.145,0.431,0.723,0.0,0.374,0.0568,130.141,0.19,267360,-5.887,33
5zWZ9iNevP0397xB3jWV2z,0.396,0.783,0.836,0.0236,0.135,0.0486,108.966,0.831,222667,-9.223,35
31MOjWj3CT3dCQsMV2b8Wu,6.47e-05,0.681,0.893,0.383,0.0626,0.0378,130.475,0.951,244720,-8.485,0
31H6au3jhblhr6MMJiXnCq,0.011,0.712,0.549,0.0,0.118,0.0254,109.882,0.552,251067,-9.484,24
52xaypL0Kjzk0ngwv3oBPR,0.027,0.762,0.8,5.83e-05,0.17,0.0449,138.823,0.9,258267,-6.244,0
0qxYx4F3vm1AOnfux6dDxP,0.182,0.776,0.763,0.00647,0.077,0.0534,128.433,0.82,280000,-8.124,0
4NnWuGQujzWUEg0uZokO5M,0.0524,0.437,0.94,0.000573,0.222,0.0426,151.417,0.48,212013,-6.946,21
2aEuA8PSqLa17Y4hKPj5rr,0.458,0.677,0.616,0.0132,0.349,0.032,114.223,0.851,226333,-13.826,35
7o9uu2GDtVDr9nsR7ZRN73,0.487,0.726,0.449,1.34e-06,0.0824,0.0286,130.388,0.294,241333,-9.206,37
5Hyr47BBGpvOfcykSCcaw9,0.0245,0.616,0.685,1.13e-05,0.0491,0.04,150.055,0.895,348333,-15.289,0
3BZGi1yUqQyCNC868AqUGG,0.069,0.748,0.414,0.0671,0.336,0.0405,97.646,0.239,286160,-15.15,34
380F1BfICubTjK77XhIPOR,0.33,0.415,0.38,7.68e-05,0.148,0.0423,114.735,0.102,324627,-8.252,2
0HEmnAUT8PHznIAAmVXqFJ,0.0094,0.887,0.48,3.58e-05,0.0662,0.117,95.846,0.607,193200,-11.994,24
5XcZRgJv3zMhTqCyESjQrF,0.0327,0.28,0.908,8.85e-06,0.18,0.109,118.698,0.26,270080,-5.509,9
0dOg1ySSI7NkpAe89Zo0b9,0.000373,0.398,0.952,7.75e-05,0.1,0.061,122.093,0.584,278680,-6.042,9
4S1VYqwfkLit9mKVY3MXoo,0.42,0.489,0.483,0.0028,0.236,0.0275,136.822,0.333,226706,-9.466,37
0qi4b1l0eT3jpzeNHeFXDT,0.403,0.766,0.772,0.0584,0.183,0.0353,128.168,0.919,220893,-9.362,35
2KH16WveTQWT6KOG9Rg6e2,0.132,0.817,0.599,0.000311,0.0873,0.0328,108.873,0.548,245640,-9.249,24
7FwBtcecmlpc1sLySPXeGE,0.0115,0.527,0.942,0.0,0.188,0.0366,148.723,0.495,241307,-5.64,21
3MrRksHupTVEQ7YbA0FsZK,0.0628,0.529,0.843,0.000827,0.0608,0.0616,117.662,0.188,310333,-6.908,2
3XDeeP9wBZzGhIPZmLfEEx,0.214,0.661,0.552,0.0,0.206,0.0337,92.056,0.928,252760,-12.385,24
4w3tQBXhn5345eUXDGBWZG,0.416,0.554,0.783,1.54e-06,0.631,0.0457,105.39,0.813,162467,-5.852,38
2bCQHF9gdG5BNDVuEIEnNk,0.247,0.853,0.981,0.468,0.306,0.0751,118.193,0.595,257760,-3.947,6
1ChulFMnwxoD74Me8eX2TU,0.000244,0.554,0.963,0.0702,0.431,0.035,128.175,0.918,195147,-3.762,6
7G7tgVYORlDuVprcYHuFJh,0.0148,0.439,0.422,4.84e-05,0.0697,0.0409,81.833,0.551,236933,-17.227,34
4o6BgsqLIBViaGVbx5rbRk,0.234,0.751,0.501,0.112,0.0467,0.0551,167.057,0.902,190627,-12.151,10
78FHUZRbFDCG6VkRAQdFLm,0.134,0.286,0.5,4.57e-05,0.108,0.0357,99.162,0.443,343933,-14.281,34
4YR6Dextuoc3I8nJ0XgzKI,0.159,0.564,0.911,4.36e-05,0.118,0.0536,173.938,0.582,226293,-5.39,29
2PFIZFcGry0po3ZfRZkzKc,0.0318,0.659,0.846,0.0144,0.203,0.0274,107.01,0.659,354636,-5.508,25
3YVPpVJvJG2EauXurPA90F,0.0302,0.638,0.988,1.16e-05,0.371,0.0921,117.955,0.723,220880,-5.042,6
7dQC53NiYOY9gKg3Qsu2Bs,0.313,0.513,0.262,5.51e-06,0.456,0.0276,108.383,0.357,243000,-16.875,34
07ABETRdek3ACMpRPvQuaT,0.0116,0.533,0.783,0.0565,0.186,0.0366,124.874,0.726,234907,-10.61,0
5tdKaKLnC4SgtDZ6RlWeal,0.201,0.832,0.544,0.000139,0.632,0.0442,119.49,0.928,275533,-12.697,38
37BTh5g05cxBIRYMbw8g2T,0.0208,0.365,0.513,0.000147,0.205,0.0357,80.647,0.739,331200,-13.034,34
3Cx4yrFaX8CeHwBMReOWXI,0.0771,0.712,0.967,0.0,0.356,0.047,145.024,0.895,287733,-5.206,6
22sLuJYcvZOSoLLRYev1s5,0.333,0.742,0.883,7.51e-06,0.0964,0.0329,136.506,0.978,240280,-3.419,41
